Question,Answer
노숙인을 위한 급식이나 잠자리 같은 응급 서비스는 어떻게 제공되나요?,"노숙인을 위한 응급 잠자리, 급식 서비스는 노숙인 종합지원센터 등에서 제공되며, 자활 및 자립 지원 프로그램도 마련되어 있습니다. 이와 관련한 제도는 노숙인 등 복지 지원입니다. 참고해주세요."
거리에서 생활하는 분들에게 사례관리와 같은 서비스는 어디서 지원받을 수 있나요?,노숙인에 대한 사례관리 서비스는 노숙인 종합지원센터에서 지원받을 수 있습니다. 이와 관련한 제도는 노숙인 등 복지 지원입니다. 참고해주세요.
노숙인 관련 문의는 어디로 해야 하나요?,노숙인 관련 문의사항이 있으시다면 보건복지상담센터인 129번으로 문의하시면 됩니다. 이와 관련한 제도는 노숙인 등 복지 지원입니다. 참고해주세요.
노숙인 지원을 위해 시설의 기능을 보강한다는 것은 구체적으로 어떤 내용인가요?,"노숙인 지원 시설의 기능 보강은 시설의 인프라를 강화하고, 통합적인 서비스 제공을 위해 시설 환경을 개선하는 활동을 말합니다. 이와 관련한 제도는 노숙인 등 복지 지원입니다. 참고해주세요."
노숙인 종합지원센터는 전국 어디에 위치하고 있나요?,"노숙인 종합지원센터는 서울, 부산, 대구 등 전국 여러 도시에 위치하고 있으며, 각 센터의 주소 및 연락처는 상세히 안내되어 있습니다. 이와 관련한 제도는 노숙인 등 복지 지원입니다. 참고해주세요."
주거지원이 필요한 노숙인은 어떻게 지원 신청을 할 수 있나요?,주거지원이 필요한 노숙인은 가까운 시군구청 또는 해당 지역의 노숙인 종합지원센터에 신청할 수 있습니다. 이와 관련한 제도는 노숙인 등 복지 지원입니다. 참고해주세요.
노숙인 자활 지원 프로그램에 대해 알고 싶습니다. 어떤 도움을 받을 수 있나요?,노숙인 자활 지원 프로그램은 노숙인이 사회에 재통합되고 자립할 수 있도록 직업 훈련 및 취업 지원 서비스를 제공합니다. 이와 관련한 제도는 노숙인 등 복지 지원입니다. 참고해주세요.
서울에 거주하는 거리 노숙인이라면 어느 센터에 연락하면 좋을까요?,"서울에 거주하는 노숙인은 다시서기 종합지원센터나 브릿지 종합지원센터, 서울시립영등포 보현종합지원센터 등 서울 내의 여러 센터에 연락할 수 있습니다. 이와 관련한 제도는 노숙인 등 복지 지원입니다. 참고해주세요."
노숙인 위기관리사업은 구체적으로 어떤 도움을 제공하나요?,"노숙인 위기관리사업은 거리 노숙인에게 응급 상황 시 필요한 지원을 제공하며, 위기 상황에서 벗어날 수 있도록 도와줍니다. 이와 관련한 제도는 노숙인 등 복지 지원입니다. 참고해주세요."
개발제한구역의 생활비용 보조금은 가구당 한도가 얼마인가요?,"생활비용 보조금은 가구당 연 1회, 소득별로 차등 지급되며, 60만 원에서 최대 100만 원까지 한도로 지급됩니다. 이와 관련한 제도는 개발제한구역 생활비용 보조입니다. 참고해주세요."
개발제한구역 생활비용 보조를 받으려면 어디에 신청해야 하나요?,개발제한구역 생활비용 보조 신청은 신청인이 거주하는 읍면동 주민센터(행정복지센터)에 신청서류를 제출해야 합니다. 이와 관련한 제도는 개발제한구역 생활비용 보조입니다. 참고해주세요.
어떤 조건을 만족해야 개발제한구역 생활비용 보조금 지원을 받을 수 있나요?,"지원을 받기 위해서는 개발제한구역 지정 당시 거주하고 있었고, 현재 가구의 월평균 소득이 2021년 도시지역 가구당 월평균 소득액 이하인 세대의 세대주여야 합니다. 이와 관련한 제도는 개발제한구역 생활비용 보조입니다. 참고해주세요."
올해 생활비용 보조금은 언제 신청할 수 있나요?,생활비용 보조금은 매년 세대 당 연 1회 지원되므로 해당 연도 내에 읍면동 주민센터(행정복지센터)에 신청할 수 있습니다. 이와 관련한 제도는 개발제한구역 생활비용 보조입니다. 참고해주세요.
생활비용 보조금에 포함되는 지출 항목에는 무엇이 있나요?,"생활비용 보조금에 포함되는 지출 항목에는 학자금, 전기료, 건강보험료, 정보·통신비, 의료비, 수도료 등이 있습니다. 이와 관련한 제도는 개발제한구역 생활비용 보조입니다. 참고해주세요."
개발제한구역 생활비용 보조금 지원 문의는 어디로 해야 하나요?,개발제한구역 생활비용 보조금에 관한 문의는 읍면동 주민센터(행정복지센터)나 보건복지상담센터(☎129)로 하실 수 있습니다. 이와 관련한 제도는 개발제한구역 생활비용 보조입니다. 참고해주세요.
소득별로 차등 지급된다는 것은 어떤 의미인가요?,소득별로 차등 지급된다는 것은 가구의 월평균 소득 수준에 따라 보조금의 지급액이 달라진다는 것을 의미합니다. 이와 관련한 제도는 개발제한구역 생활비용 보조입니다. 참고해주세요.
2021년 도시지역 가구당 월평균 소득액을 초과하는 경우 개발제한구역 생활비용 보조를 받을 수 없나요?,"네, 그렇습니다. 이 보조금의 지원 대상은 2021년 도시지역 가구당 월평균 소득액 이하인 세대의 세대주에 한정됩니다. 이와 관련한 제도는 개발제한구역 생활비용 보조입니다. 참고해주세요."
개발제한구역 생활비용 보조금은 지급 결정 후 얼마 만에 받을 수 있나요?,개발제한구역 생활비용 보조금은 지원대상자 결정 후 지급 절차를 따라 일정 기간 내에 지급됩니다. 구체적인 지급 시일은 주민센터에서 안내받을 수 있습니다. 이와 관련한 제도는 개발제한구역 생활비용 보조입니다. 참고해주세요.
생활비용 보조금 신청 시 제출해야 하는 서류에는 어떤 것들이 있나요?,"생활비용 보조금 신청 시 필요한 서류는 읍면동 주민센터(행정복지센터)에서 안내받을 수 있으며, 일반적으로 신청서와 함께 소득을 증명할 수 있는 서류 등이 요구될 수 있습니다. 이와 관련한 제도는 개발제한구역 생활비용 보조입니다. 참고해주세요."
농사일을 하고 있어 금리 혜택이 좋은 저축을 찾고 있어요. 농업인 대상 어떤 금융 상품을 추천해줄 수 있나요?,농어가목돈마련저축이 좋을 것 같습니다. 기본금리 및 추가 이자 혜택을 받으시면서 이자소득과 저축 장려금에 대해 비과세 혜택도 있습니다. 이와 관련한 제도는 농어가목돈마련저축 장려금입니다. 참고해주세요.
"아버지와 함께 농장을 운영 중인데, 아버지 명의로 된 농지에서 일하는 저도 저축 계좌를 따로 만들 수 있나요?",혹시 결혼하여 독립적으로 생계를 유지하고 계시다면 부모님과 각각 별도로 저축 가입이 가능합니다. 이와 관련한 제도는 농어가목돈마련저축 장려금입니다. 참고해주세요.
제가 소유한 어선은 20톤이 초과됩니다. 이 경우에는 농어가목돈마련저축에 가입할 수 없나요?,"맞습니다. 20톤 이하 소유 또는 임차한 어선을 가진 어업인이 대상이므로, 귀하의 경우에는 가입이 불가합니다. 이와 관련한 제도는 농어가목돈마련저축 장려금입니다. 참고해주세요."
"임업을 하는데, 산림조합이 아닌 다른 금융기관에서도 농어가목돈마련저축에 가입이 가능한가요?",농어가목돈마련저축은 농·수협과 산림조합에서만 가입하실 수 있습니다. 타 금융기관에서는 이 상품을 취급하지 않습니다. 이와 관련한 제도는 농어가목돈마련저축 장려금입니다. 참고해주세요.
수산업에 종사 중인 제 친구가 이 저축 상품에 관심이 있어요. 어디로 연락하면 상담을 받을 수 있을까요?,친구분이 수협에 관심이 있으시다면 SH수협의 고객센터인 ☎1588-1515로 연락하시면 상담받으실 수 있습니다. 이와 관련한 제도는 농어가목돈마련저축 장려금입니다. 참고해주세요.
"저축장려금이란 무엇이고, 제 금융 상황에 어떤 영향을 미치나요?","저축장려금은 농어가목돈마련저축에 가입하신 분들에게 제공되는 추가 이자 혜택으로, 0.9%에서 최대 4.8%까지의 금리가 적용됩니다. 이는 보다 안정적인 목돈 마련에 도움을 줄 수 있습니다. 이와 관련한 제도는 농어가목돈마련저축 장려금입니다. 참고해주세요."
"제가 축산업을 하는데, 저축 시 비과세 혜택을 받으려면 어떻게 해야 하나요?",농어가목돈마련저축에 가입하시면 자동으로 이자소득과 저축장려금에 대해 비과세 혜택을 받으실 수 있습니다. 별도의 절차는 필요 없습니다. 이와 관련한 제도는 농어가목돈마련저축 장려금입니다. 참고해주세요.
저는 농업과 어업 모두에 종사하고 있습니다. 두 분야 모두를 위한 저축 상품이 있나요?,"당신 같은 다중 분야의 영농어업인도 농어가목돈마련저축으로 목돈을 마련할 수 있으며, 양 분야를 아우를 수 있는 혜택을 받으실 수 있습니다. 이와 관련한 제도는 농어가목돈마련저축 장려금입니다. 참고해주세요."
"농업에 종사하면서 다른 일로도 정기적인 수입이 있는데, 이런 경우에도 이 저축에 가입할 수 있나요?","정기적인 타 분야에서의 상시 근로소득이 있는 경우, 농어가목돈마련저축에 가입할 수 없습니다. 순수 농림어업 소득에 한해 가입 대상이 됩니다. 이와 관련한 제도는 농어가목돈마련저축 장려금입니다. 참고해주세요."
농업인인 부모님 세대와 저희 세대가 각자 다른 농지에서 농작물을 재배하고 있습니다. 각 세대마다 이 저축에 가입 가능한가요?,"부모님 세대와 자녀 세대가 각각 다른 농지에서 독립적인 영농을 하고 있고, 자녀 세대가 결혼으로 떨어져 별도 생계를 유지한다면 각 세대별로 저축 가입이 가능합니다. 이와 관련한 제도는 농어가목돈마련저축 장려금입니다. 참고해주세요."
가정에서 폭력을 당했는데 어디로 연락해야 할까요?,"피해를 입으셨다면 여성긴급전화 1366으로 바로 연락하여 긴급상담을 받으시거나, 여성폭력 사이버상담 혹은 카카오톡 ID(women1366)로 연락하여 서비스를 연계받을 수 있습니다. 이와 관련한 제도는 가정폭력 피해자 지원입니다. 참고해주세요."
가정폭력 상담소에서는 어떤 도움을 받을 수 있나요?,"가정폭력 상담소에서는 피해 신고 및 상담을 비롯해 임시보호, 의료기관 연계서비스 등을 지원받을 수 있습니다. 이와 관련한 제도는 가정폭력 피해자 지원입니다. 참고해주세요."
피해 회복 프로그램은 어디서 지원받을 수 있나요?,"가정폭력 피해자 보호시설에서 피해자와 동반 자녀를 위해 숙식을 제공할 뿐만 아니라, 피해 회복 프로그램도 함께 지원합니다. 이와 관련한 제도는 가정폭력 피해자 지원입니다. 참고해주세요."
